day_of_season,running_count,timestamp,institution,location,subject_area
305,434,2022-11-02T14:22:59.277,Marian University Indianapolis,Indiana,Integrative Biology
305,435,2022-11-02T15:06:05.007,Northern Michigan University,Michigan,Physiology
306,436,2022-11-03T07:04:59.630,University of Texas at Austin Marine Science Institute,Texas,Marine Science
306,437,2022-11-03T07:29:39.935,SUNY Oswego,New York,Great Lakes Ecology
306,438,2022-11-03T10:32:19.901,Simpson College,Iowa,Organismal Biology & Ecology
306,439,2022-11-03T11:57:21.935,Texas A&M University-Texarkana,Texas,Biology
306,440,2022-11-03T19:59:19.402,Binghamton University - SUNY,New York,Environmental Microbiologist
307,441,2022-11-04T10:08:06.749,University of Wyoming,Wyoming,Computational Evolutionary Biology (part of cluster hire in applications of AI/ML)
307,442,2022-11-04T11:42:36.723,University of Florida,Florida,Plant Evolutionary Biologist / Phylogenomics
307,443,2022-11-04T12:41:25.697,New York University,New York,Biological Anthropology
308,444,2022-11-05T09:39:52.243,University of Louisiana Monroe,Louisiana,Plant Biology or Plant Biotechnology
308,445,2022-11-05T11:50:42.841,Cal Poly Humboldt,California,Applied Fire Science & Management
308,446,2022-11-05T13:33:29.537,"University of California, Merced",California,Earth Systems Science
309,447,2022-11-06T04:48:05.659,California State - Fresno,California,Soil Microbiology
309,448,2022-11-06T10:40:32.173,Purdue University,Indiana,Biological Sciences
309,449,2022-11-06T12:55:23.729,Coastal Carolina University,South Carolina,Animal Biology
309,450,2022-11-06T13:34:50.583,James Madison University,Virginia,Plant Biotechnology
310,451,2022-11-07T06:11:43.457,Augustana University,South Dakota,Ecology / Computational Biology
310,452,2022-11-07T07:19:13.244,Otterbein University,Ohio,Zoo / Conservation Science
310,453,2022-11-07T07:24:27.198,University of Rhode Island,Rhode Island,Fisheries Management and Policy
310,454,2022-11-07T08:09:20.191,Northeastern University,Massachusetts,Multiple (across College of Science)
311,455,2022-11-08T07:47:27.922,Florida Atlantic University,Florida,Ecology
311,456,2022-11-08T09:21:46.594,The University of Texas at Austin Marine Science Institute,Texas,Marine Chemical Ecology / Toxicology
311,457,2022-11-08T13:47:19.092,University of Wisconsin-Madison,Wisconsin,Forest Ecosystem Ecology
312,458,2022-11-09T07:09:57.432,Texas A&M University - Corpus Christi,Texas,Marine Biology
312,459,2022-11-09T15:01:29.511,California State - Fresno,California,Cell biology
312,460,2022-11-09T15:02:05.055,California State University - Fresno,California,Microbiology
312,461,2022-11-09T15:10:04.050,"University of California, Berkeley",California,Plant Biology
312,462,2022-11-09T15:13:40.568,Adams State University,Colorado,Vertebrate biology
312,463,2022-11-09T15:16:40.817,Montana State University,Montana,Conservation Genetics
312,464,2022-11-09T15:20:55.964,SUNY ESF,New York,Wildlife Conservation
313,465,2022-11-10T12:34:48.398,University of Massachusetts Dartmouth,Massachusetts,Marine Ecology
313,466,2022-11-10T12:40:34.263,University of Virginia,Virginia,Landscape Science
313,467,2022-11-10T13:52:19.300,Miami University,Ohio,Cell and/or Environmental Physiology
313,468,2022-11-10T13:53:57.250,Miami University,Ohio,Plant Conservatory Director
313,469,2022-11-10T14:20:12.000,University of Massachusetts Dartmouth,Massachusetts,Integrative Biology
313,470,2022-11-10T17:24:18.903,UCLA,California,Ecology & Evolutionary Biology
313,471,2022-11-10T21:24:11.895,University of Wisconsin-Madison,Wisconsin,Botany
314,472,2022-11-11T04:55:33.556,Hartwick College,New York,Organismal Biology / A&P
314,473,2022-11-11T06:48:54.896,Western Colorado University,Colorado,Ecology or Environmental Science
314,474,2022-11-11T12:27:01.507,University of Tennessee Institute of Agriculture,Tennessee,Insect-Microbe Interactions
315,475,2022-11-12T05:55:53.942,University of Massachusetts Lowell,Massachusetts,Molecular/cell biology
315,476,2022-11-12T17:39:20.482,Pace University,New York,Environmental Science
316,477,2022-11-13T07:02:15.104,University at Buffalo,New York,Environment & Sustainability
317,478,2022-11-14T09:55:58.623,Pace University,New York,Math - Biological Statistics
317,479,2022-11-14T17:53:00.482,Rutgers University New Brunswick,New Jersey,Urban Ecology
318,480,2022-11-15T14:51:00.947,University of Texas Arlington,Texas,Genomics
318,481,2022-11-15T16:57:01.634,Wesleyan University,Connecticut,Endowed Professorship in Earth & Environmental Science
319,482,2022-11-16T04:03:03.266,UCLA,California,Integrative Biology & Physiology / Society & Genetics
319,483,2022-11-16T09:16:57.466,East Tennessee State University,Tennessee,Geosciences
319,484,2022-11-16T09:19:54.873,University of West Alabama,Alabama,Zoology
319,485,2022-11-16T14:10:34.944,University of Utah,Utah,Genetics
319,486,2022-11-16T17:57:22.137,"University of Missouri, Columbia",Missouri,Organism-Environment Interactions
320,487,2022-11-17T06:56:30.686,"University of Missouri, Columbia",Missouri,Organism-Environment Interactions
320,488,2022-11-17T07:14:41.878,University of Alabama in Huntsville,Alabama,Organismal Biology
321,489,2022-11-18T07:20:45.579,"University of Calfornia, San Diego",California,"Developmental Biology, Cell Biology, or Plant Biology"
321,490,2022-11-18T11:46:43.758,Cornell University,New York,Applied Systems Ecology
321,491,2022-11-18T13:37:10.565,UCSB,California,Environmental Data Science
322,492,2022-11-19T06:20:18.120,Rhodes College,Tennessee,Conservation / Ecology / Environmental Science
322,493,2022-11-19T14:19:31.193,University of Central Florida,Florida,Ecological Modeler
322,494,2022-11-19T14:20:13.669,University of Central Florida,Florida,Integrative Biologist
323,495,2022-11-20T17:10:05.153,William & Mary / VIMS Eastern Shore Laboratory,Virginia,Coastal Marine Ecology
324,496,2022-11-21T09:29:02.283,Yale University School of the Environment,Connecticut,Urban Sustainability 
324,497,2022-11-21T09:30:15.751,Yale University School of the Environment,Connecticut,Society & Forests
324,498,2022-11-21T17:31:59.262,University of California Riverside,California,Plant Community Ecology
325,499,2022-11-22T07:37:51.574,University of Arkansas,Arkansas,Plant Evolutionary Biology
325,500,2022-11-22T08:15:29.416,University of Michigan,Michigan,Sustainable Systems
325,501,2022-11-22T09:55:42.275,Purdue University,Indiana,Origins of Life
325,502,2022-11-22T14:57:35.562,Juniata College,Pennsylvania,Genetics & Bioinformatics
325,503,2022-11-22T18:13:43.618,University of Hawaii at Manoa,Hawaii,Marine Biology
326,504,2022-11-23T05:08:34.921,The University of Southern Mississippi,Mississippi,Fisheries Ecology
326,505,2022-11-23T14:41:45.291,Santa Monica College,California,Zoology
326,506,2022-11-23T15:32:33.316,University of Miami,Florida,Marine Biology & Ecology
327,507,2022-11-24T17:01:57.559,University of Hawaii at Manoa,Hawaii,Quantitative Biology
331,508,2022-11-28T06:13:32.143,Cal Poly San Luis Obispo,California,Wildland Fire Management
331,509,2022-11-28T12:22:04.234,"Minnesota State University, Mankato",Minnesota,Environmental Science
331,510,2022-11-28T14:07:24.385,University of Wisconsin-Milwaukee,Wisconsin,Director of Conservation & Environmental Science Program
331,511,2022-11-28T16:22:50.409,University of Arizona,Arizona,Data Science
332,512,2022-11-29T09:43:46.098,University of Akron,Ohio,Biology of Global Change
332,513,2022-11-29T16:30:57.391,North Carolina State University,North Carolina,Paleobiology
332,514,2022-11-29T16:40:30.799,SUNY New Paltz,New York,Biology
333,515,2022-11-30T12:54:45.795,University of Hawaii at Manoa,Hawaii,Director and Professor of Life Sciences
333,516,2022-11-30T20:06:00.957,Eastern Oregon University,Oregon,Ecology
334,517,2022-12-01T11:32:25.303,New Mexico State University,New Mexico,Wildlife Disease Ecologist
334,518,2022-12-01T12:49:29.155,Worcester State University,Massachusetts,"Biology - Neurobiology, Virology"
334,519,2022-12-01T12:55:31.649,Brown University,Rhode Island,Developmental Psychology and/or Behavioral Neuroscience
334,520,2022-12-01T12:58:58.496,Appalachian State University,North Carolina,Biological Psychology / Behavioral Neuroscience
335,521,2022-12-02T06:50:37.167,Georgia Southern University,Georgia,Ecosystem Ecologist
335,522,2022-12-02T16:10:25.818,Saint Peter's University,New Jersey,Cellular & Molecular Biology / Genetics
338,523,2022-12-05T10:56:31.255,Texas State University,Texas,Ecohydrology
338,524,2022-12-05T12:48:58.635,University of Minnesota (Twin Cities),Minnesota,Physical Geography
339,525,2022-12-06T09:01:56.664,Utah Valley University,Utah,Environmental Science
339,526,2022-12-06T09:32:19.908,University of North Texas,Texas,Environmental Chemistry
339,527,2022-12-06T11:43:56.198,Northland College,Wisconsin,Fisheries
339,528,2022-12-06T13:03:04.468,University of Rhode Island,Rhode Island,Engineering in Coastal Resilience
339,529,2022-12-06T17:53:43.953,Diablo Valley College,California,Biology
339,530,2022-12-06T21:25:17.378,Appalachian State University ,North Carolina,Evolutionary Developmental Biology
340,531,2022-12-07T03:33:08.765,University of Saint Joseph,Connecticut,Biology
340,532,2022-12-07T08:37:48.805,Rowan University,New Jersey,Environmental Studies
340,533,2022-12-07T16:54:43.485,Brooklyn College,New York,Climate & Aquatic Environment
340,534,2022-12-07T16:58:33.618,The Ohio State University,Ohio,Weed Science
341,535,2022-12-08T11:20:54.868,Stephen F. Austin State University,Texas,Environmental Science
341,536,2022-12-08T21:07:34.839,Harvard University,Massachusetts,Terrestrial Ecology
342,537,2022-12-09T06:22:24.973,Iowa State University,Iowa,Aquaculture / Fisheries Biology
342,538,2022-12-09T14:28:17.786,University of Hawaii at Manoa,Hawaii,Deep Sea Oceanographer / Ecologist
343,539,2022-12-10T11:29:55.467,Susquehanna University,Pennsylvania,Earth & Environmental Sciences
344,540,2022-12-11T06:48:33.431,Sacred Heart University,Connecticut,Biology
345,541,2022-12-12T09:25:39.885,Drexel University,Pennsylvania,Community / Ecosystem Ecology
345,542,2022-12-12T13:38:51.101,University of Illinois at Urbana Champaign,Illinois,Forest Ecology
345,543,2022-12-12T18:27:21.346,University of Louisiana Lafayette,Louisiana,Wetland Plant Ecology or Ecotoxicology
346,544,2022-12-13T03:05:00.544,University of Louisiana Lafayette,Louisiana,Microbology
346,545,2022-12-13T11:54:00.423,Spelman College,Georgia,Ecology & Evolutionary Biology
348,546,2022-12-15T09:36:04.037,Tusculum University,Tennessee,Zoology (Wildlife Biology or Comparative Anatomy)
348,547,2022-12-15T12:02:34.499,"University of California, Santa Cruz",California,Geographical Information Systems (GIS)
348,548,2022-12-15T18:11:41.561,Colorado State University,Colorado,Forest Biometry
350,549,2022-12-17T12:13:41.159,Southern Illinois University,Illinois,Plant Community Ecology
351,550,2022-12-18T09:21:00.634,University of Missouri - St. Louis,Missouri,"Ecology, Evolution, and Conservation "
353,551,2022-12-20T10:45:01.807,University of Texas at El Paso,Texas,Biology
354,552,2022-12-21T10:40:27.384,Emporia State University,Kansas,Landscape Mammalogist
354,553,2022-12-21T14:58:01.594,Northland College,Wisconsin,Restoration Ecology
357,554,2022-12-24T01:32:48.635,North Carolina State University,North Carolina,Entomology
360,555,2022-12-27T14:24:40.701,Wells College,New York,Environmental Science (Aquatic Ecosystems)
362,556,2022-12-29T12:27:05.799,Woods Hole Oceanographic Institution,Massachusetts,Biology
367,557,2023-01-03T11:10:09.969,College of Coastal Georgia,Georgia,Environmental Science
367,558,2023-01-03T13:48:10.941,Montana State University,Montana,Paleontology
367,559,2023-01-03T13:50:50.825,UC Berkeley,California,Conservation Science
369,560,2023-01-05T11:18:21.480,University of Wisconsin - Eau Claire,Wisconsin,Immunology
370,561,2023-01-06T14:31:48.905,Colorado State University,Colorado,Remote Sensing & Data Science
372,562,2023-01-08T12:23:08.365,University of Rhode Island,Rhode Island,Oceanography
373,563,2023-01-09T14:07:47.652,Florida International University,Florida,Tropical Vertebrate Conservation Biologist
374,564,2023-01-10T08:56:54.969,SUNY ESF,New York,Indigenous Environmental Science
375,565,2023-01-11T09:11:29.198,University of New Mexico,New Mexico,Neuroscience & Data Science
376,566,2023-01-12T07:42:15.894,University of Central Oklahoma,Oklahoma,Ecology
376,567,2023-01-12T07:43:29.859,University of Central Oklahoma,Oklahoma,Animal Physiology
376,568,2023-01-12T07:44:33.073,University of Central Oklahoma,Oklahoma,Microbiology / Immunology
376,569,2023-01-12T07:56:53.561,UCLA,California,Physical Geography
376,570,2023-01-12T11:31:28.835,University of Wisconsin - Superior,Wisconsin,Environmental Science & Geographic Information Systems (GIS)
377,571,2023-01-13T07:11:48.214,Ohio University,Ohio,Ecology & Evolution
377,572,2023-01-13T11:31:54.164,Drexel University,Pennsylvania,"Ecology, Evolution & Environmental Biology"
380,573,2023-01-16T08:22:23.257,Ohio University,Ohio,Physiology of the Microbiome
380,574,2023-01-16T08:24:51.154,University of Arkansas at Fort Smith,Arkansas,Microbiology
381,575,2023-01-17T08:33:20.544,Oregon State University,Oregon,"Director, Mid-Columbia Agricultural Research & Extension Center"
381,576,2023-01-17T15:13:12.683,Oregon State University,Oregon,Soil Science - Pedology
382,577,2023-01-18T17:40:34.917,Bradley University,Illinois,Ecology and Evolution
383,578,2023-01-19T10:41:12.089,Oregon State University,Oregon,Rangeland Ecology & Management
384,579,2023-01-20T14:49:05.624,Woods Hole Oceanographic Institution,Massachusetts,Applied Ocean Physics
386,580,2023-01-22T08:16:30.332,North Carolina State University,North Carolina,Molecular Genetics of Weeds and Invasive Species
386,581,2023-01-22T14:34:24.968,University of Maryland Eastern Shore,Maryland,Environmental Omics
387,582,2023-01-23T13:06:40.262,Massachusetts College of Art & Design,Massachusetts,Integrative Life Sciences
387,583,2023-01-23T15:39:42.827,Jackson Lab,Maine,Computational Biology
388,584,2023-01-24T08:35:42.162,University of Indiana Bloomington,Indiana,Microbiomes
388,585,2023-01-24T08:37:02.013,University of Indiana Bloomington,Indiana,Metabolism
388,586,2023-01-24T09:35:47.273,West Virginia Wesleyan College,West Virginia,Plant Ecology 
388,587,2023-01-24T10:31:06.299,San Jose State University / Moss Landing Marine Labs,California,Director
389,588,2023-01-25T19:51:37.963,The University of Texas - Arlington,Texas,Biology - Ecology 
390,589,2023-01-26T14:15:35.919,Rutgers University,New Jersey,Marine & Coastal Sciences
390,590,2023-01-26T16:36:23.746,Texas State University,Texas,Evolutionary Ecology
391,591,2023-01-27T12:42:23.729,Louisiana State University,Louisiana,Chemical Oceanography / Marine Geochemistry
394,592,2023-01-30T09:28:06.984,Cal Poly Humboldt,California,Mammalogy
395,593,2023-01-31T09:47:45.944,Indiana University Southeast,Indiana,Biology/Genetics
398,594,2023-02-03T03:29:05.801,University of Montevallo,Alabama,Botany
398,595,2023-02-03T10:13:58.575,Stanford University,California,Sustainability / Data Science
398,596,2023-02-03T11:50:36.765,Florida Atlantic University,Florida,Wildlife Disease Ecology
398,597,2023-02-03T13:04:43.684,Auburn University at Montgomery,Alabama,Environmental Science
399,598,2023-02-04T17:42:37.605,Cornell University,New York,Insect Physiology & Toxicology
401,599,2023-02-06T13:27:28.575,Colorado State University,Colorado,"Sustainability, Watershed Sciences"
401,600,2023-02-06T14:07:57.282,Iowa State University,Iowa,Wildlife Ecology
401,601,2023-02-06T16:54:14.536,University of Vermont,Vermont,Systems Ecology & Sustainability Science
402,602,2023-02-07T08:49:03.638,Truman State University,Missouri,Plant Biology
402,603,2023-02-07T11:42:36.500,University of Wyoming,Wyoming,Sustainable Tourism
402,604,2023-02-07T11:44:30.970,University of Nebraska - Lincoln,Nebraska,Fish Biology
403,605,2023-02-08T08:57:34.361,Georgia College & State University,Georgia,Computation Biology
403,606,2023-02-08T10:40:22.913,Coastal Carolina University,South Carolina,Marine Science
403,607,2023-02-08T11:03:16.348,University of Texas Rio Grande Valley,Texas,"Earth, Environmental, and Marine Science"
403,608,2023-02-08T12:04:55.678,University of North Alabama,Alabama,Ecology 
404,609,2023-02-09T06:47:25.134,University of California Santa Barbara,California,Teaching Biological Sciences (LPSOE)
404,610,2023-02-09T07:19:50.033,Quinnipiac University,Connecticut,Biomedical Sciences
404,611,2023-02-09T11:06:15.991,Arkansas State University-Jonesboro,Arkansas,Agricultural Water Management / Remote Sensing
405,612,2023-02-10T13:38:06.123,Northern Illinois University,Illinois,Sustainability
405,613,2023-02-10T19:52:53.314,Indiana State University,Indiana,Evolutionary Ecology
406,614,2023-02-11T09:48:09.477,Hunter College,New York,Animal Behavior
407,615,2023-02-12T18:23:11.515,Colorado State University,Colorado,Human Dimensions of Natural Resources
408,616,2023-02-13T08:58:58.712,University of Maine,Maine,Darling Marine Center Director
409,617,2023-02-14T09:14:29.212,Penn State University,Pennsylvania,Invasive Species
409,618,2023-02-14T18:50:22.437,University of Nebraska-Lincoln,Nebraska,Crops IPM Entomologist
410,619,2023-02-15T11:12:42.218,University of Arkansas Little Rock,Arkansas,Biology broadly cast
411,620,2023-02-16T10:12:27.553,American Museum of Natural History,New York,Conservation Science
415,621,2023-02-20T06:59:46.844,Central Connecticut State University,Connecticut,Microbial Ecologist / Environmental Microbiologist
415,622,2023-02-20T08:25:44.048,Michigan State University,Michigan,Wetland Ecology
415,623,2023-02-20T13:01:15.020,"University of Wisconsin, Madison",Wisconsin,Social Genomics
416,624,2023-02-21T10:02:05.460,University of Northern Iowa,Iowa,Data Science & Data Analysis
416,625,2023-02-21T10:17:20.477,Southwestern Oklahoma State University,Oklahoma,"Biology, Human anatomy"
416,626,2023-02-21T10:20:20.205,Auburn University,Alabama,Ecosystems Modeling & Observation
417,627,2023-02-22T07:19:04.817,Miami University,Ohio,Organismal Biology / Zoology
417,628,2023-02-22T07:32:40.555,Reinhardt University,Georgia,Biology
417,629,2023-02-22T09:28:17.550,University of Virginia's College at Wise,Virginia,Environmental Science
418,630,2023-02-23T05:40:28.412,University of Nebraska at Kearney,Nebraska,Evolutionary Biologist / Evolutionary Ecologist
419,631,2023-02-24T10:34:22.113,University of New Hampshire,New Hampshire,Bioacoustics
419,632,2023-02-24T18:12:08.821,Tarleton State University,Texas,Field Station Director / Associate Dean
421,633,2023-02-26T05:28:35.284,University of New Hampshire,New Hampshire,Marine Bioacoustics
428,634,2023-03-05T14:59:46.220,University of Pennsylvania,Pennsylvania,Machine Learning in Biology
429,635,2023-03-06T08:22:54.095,Boston College,Massachusetts,Microbiology / Microbial Systems Science
430,636,2023-03-07T09:47:00.889,Iowa State University,Iowa,Pollinator Ecology & Conservation
430,637,2023-03-07T17:44:04.758,University of New Hampshire,New Hampshire,Neuroscience and Behavior
431,638,2023-03-08T09:28:04.916,SUNY Geneseo,New York,Plant Biology
431,639,2023-03-08T16:28:49.602,Indiana University Purdue University Indianapolis,Indiana,Biology
432,640,2023-03-09T11:47:02.758,University of North Alabama,Alabama,Vertebrate Biology
432,641,2023-03-09T19:01:35.238,New College of Florida,Florida,Plant Biology
433,642,2023-03-10T12:52:24.109,Oregon State University-Cascades,Oregon,Biochemistry and molecular biology
437,643,2023-03-14T07:53:21.870,Carthage College,Wisconsin,Genetics
439,644,2023-03-16T03:58:47.603,University of Connecticut,Connecticut,One Health
441,645,2023-03-18T12:58:00.069,Chicago State University,Illinois,Ecology or Environmental Biology
443,646,2023-03-20T06:03:51.218,New Mexico State University,New Mexico,Soil Microbiology & Soil Health
444,647,2023-03-21T09:46:40.028,Christian Brothers University,Tennessee,Plant Biology/Evolution
444,648,2023-03-21T09:51:04.202,University of Vermont,Vermont,Traditional Ecological Knowledge
444,649,2023-03-21T09:54:48.020,University of Idaho,Idaho,Soil and Water Systems
444,650,2023-03-21T10:05:36.927,Lake Superior State University,Michigan,Conservation Biology & GIS
444,651,2023-03-21T10:08:31.732,University of Wisconsin-Stevens Point,Wisconsin,Urban & Community Forestry / Arboriculture
444,652,2023-03-21T10:13:25.696,University of Nebraska-Lincoln,Nebraska,Messy Data
445,653,2023-03-22T08:53:10.122,University of Southern California,California,Human and Evolutionary Biology
452,654,2023-03-29T12:32:18.997,Northeastern State University,Oklahoma,Freshwater Science
453,655,2023-03-30T09:44:52.850,University of Florida- WFREC,Florida,Forest Management
453,656,2023-03-30T11:30:37.335,State University of New York at Geneseo,New York,Biology & Psychology
453,657,2023-03-30T12:09:35.834,University of Idaho,Idaho,Controlled Environmental Agriculture
453,658,2023-03-30T20:39:15.744,Oklahoma State University,Oklahoma,Horticulture and Landscape Architecture
454,659,2023-03-31T07:01:37.491,Rutgers University,New Jersey,Coral Reef Biology
454,660,2023-03-31T07:02:36.231,Rutgers University,New Jersey,Marine Microbial Biogeochemistry
457,661,2023-04-03T13:06:16.547,"University of Colorado, Boulder",Colorado,"Broad: Life Sciences, Physical Sciences, Computational Biology or Bioengineering"
461,662,2023-04-07T11:06:39.856,Delta State University,Mississippi,Vertebrate Biology
461,663,2023-04-07T11:08:15.629,Delta State University,Mississippi,Biomedical Sciences
461,664,2023-04-07T11:08:56.346,Delta State University,Mississippi,Genetics
461,665,2023-04-07T11:09:32.637,Delta State University,Mississippi,Science Education
464,666,2023-04-10T10:46:06.103,Florida Southern College,Florida,Ecology
472,667,2023-04-18T11:07:11.901,University of Hawaii Hilo,Hawaii,Marine Science / Marine Biology
472,668,2023-04-18T11:07:57.843,University of Hawaii Hilo,Hawaii,Biology
472,669,2023-04-18T15:08:37.249,Lees-McRae College,North Carolina,Wildlife Ecology
488,670,2023-05-04T11:14:59.399,Northern Arizona University,Arizona,"Climate, Wildfire, and Disturbance Modeling"
489,671,2023-05-05T12:52:28.237,South Dakota State University,South Dakota,Bison
502,672,2023-05-18T06:14:24.947,Kentucky Wesleyan College,Kentucky,Biology
507,673,2023-05-23T12:07:10.495,University of Maine,Maine,Sustainable Agriculture & Farm Business Management Educator
507,674,2023-05-23T12:10:07.096,University of Maine,Maine,Sustainable Agriculture and Ornamental Horticulture Educator
508,675,2023-05-24T09:54:09.815,LSU AgCenter,Louisiana,Weed Science
508,676,2023-05-24T09:55:09.187,LSU AgCenter,Louisiana,Agronomy
510,677,2023-05-26T13:06:15.649,LaSalle University,Pennsylvania,Ecology and Environmental Science
522,678,2023-06-07T18:58:11.673,Appalachian State University,North Carolina,Evolutionary and Global Change Ecology
527,679,2023-06-12T07:50:55.380,Colorado State University,Colorado,Vector-Borne and/or Zoonotic Agents
141,1,2023-05-22T11:00:09.981,University of California Santa Barbara,California,Freshwater Ecology
143,2,2023-05-24T09:51:52.503,LSU AgCenter,Louisiana,Entomology
143,3,2023-05-24T09:57:13.534,Louisiana State University,Louisiana,Multiomics
144,4,2023-05-25T11:44:34.202,St Mary's College of Maryland,Maryland,Marine Science
154,5,2023-06-04T16:01:22.797,University of Florida,Florida,Space Biology
163,6,2023-06-13T10:01:29.452,St. Olaf College,Minnesota,Aquatic Ecology
164,7,2023-06-14T05:10:51.233,University of Kansas,Kansas,"Director, Biodiversity Institute & Natural History Museum"
164,8,2023-06-14T13:28:47.262,University of Kentucky,Kentucky,Plant Reproductive Bio
171,9,2023-06-21T13:29:10.544,"Caesar Kleberg Wildlife Research Institute, Texas A&M University-Kingsville",Texas,Rangeland and Restoration
171,10,2023-06-21T22:58:25.123,Cal State Dominguez Hills,California,Urban Ecology
172,11,2023-06-22T06:22:48.119,Bucknell University,Pennsylvania,Animal Behavior
173,12,2023-06-23T06:52:33.590,Penn State,Pennsylvania,Climate Risk
173,13,2023-06-23T07:35:30.668,Texas A&M University - Corpus Christi,Texas,"Department Chair, Life Sciences"
178,14,2023-06-28T13:07:11.185,"California State University, Bakersfield",California,Microbiology
179,15,2023-06-29T09:04:14.654,Texas A&M University - Corpus Christi ,Texas,Coastal Ecosystem Sustainability & Resilience
179,16,2023-06-29T10:55:32.990,California State University San Bernardino,California,Organismal Plant Biologist
181,17,2023-07-01T11:06:04.403,Scripps & Pitzer Colleges,California,Evolutionary Biology / Functional Morphology of Animals
185,18,2023-07-05T09:20:03.116,St. Olaf College,Minnesota,Geospatial Specialist
186,19,2023-07-06T07:07:36.700,Lewis & Clark College,Oregon,Environmental Studies
187,20,2023-07-07T15:15:54.181,Bucknell University,Pennsylvania,"Ecology, Evolution, Biodiversity"
188,21,2023-07-08T12:54:59.552,University of Vermont,Vermont,Evolution
188,22,2023-07-08T13:17:20.145,Lewis & Clark College,Oregon,Animal Behavior & Evolution
190,23,2023-07-10T08:23:03.493,Carleton College,Minnesota,Biology
190,24,2023-07-10T19:11:40.917,University of Michigan,Michigan,Complex Systems
191,25,2023-07-11T07:16:37.761,East Tennessee State University,Tennessee,Forest Ecologist
191,26,2023-07-11T10:49:12.618,University of Washington,Washington,Sustainable Bioresource Engineering
191,27,2023-07-11T10:49:54.204,University of Washington,Washington,Ecological Restoration and Management
191,28,2023-07-11T18:58:39.795,Washington & Lee University,Virginia,Physiology
196,29,2023-07-16T09:50:32.158,University of Michigan,Michigan,Biopsychology
196,30,2023-07-16T23:52:13.317,University of Michigan,Michigan,Paleontology
196,31,2023-07-16T23:57:14.363,Villanova University,Pennsylvania,Ecology
197,32,2023-07-17T16:00:39.477,Scripps College (Keck Science Center),California,Environmental Earth Science
198,33,2023-07-18T21:00:15.015,Williams College,Massachusetts,Ecology
200,34,2023-07-20T06:33:58.331,University of Richmond,Virginia,Cellular / Multicellular Interactions
200,35,2023-07-20T11:58:40.061,Arkansas Tech University,Arkansas,Fisheries Science
204,36,2023-07-24T07:00:41.055,Swarthmore College,Pennsylvania,Microbiology
204,37,2023-07-24T11:31:13.763,Kalamazoo College,Michigan,Invertebrate Biology
205,38,2023-07-25T08:33:42.547,New York University,New York,Environmental Science
205,39,2023-07-25T08:34:21.816,New York University,New York,Animal Studies
205,40,2023-07-25T11:36:36.346,Gonzaga University,Washington,Molecular Biology
205,41,2023-07-25T21:07:56.753,Pepperdine University,California,Zoology / Animal Physiology
206,42,2023-07-26T15:49:06.677,Colorado State University,Colorado,Weed Science
207,43,2023-07-27T04:42:35.734,Penn State,Pennsylvania,Chemical Ecology
207,44,2023-07-27T08:36:21.838,Harvard University,Massachusetts,Microbiology
208,45,2023-07-28T08:16:38.146,Hofstra University,New York,Genetics
208,46,2023-07-28T08:17:32.942,Hofstra University,New York,Physiology
209,47,2023-07-29T11:34:42.877,University of Texas - Austin,Texas,Plant Biodiversity and Evolution
209,48,2023-07-29T13:00:58.182,University of Florida / Florida Museum of Natural History,Florida,Vertebrate Paleontology
211,49,2023-07-31T09:08:12.250,Gustavus Adolphus College,Minnesota,"Organismal Biology, Conservation, Ecology"
211,50,2023-07-31T10:11:11.226,South Dakota State University,South Dakota,Applied Avian Ecology / Ornithology
211,51,2023-07-31T13:13:33.877,University of Wisconsin Madison,Wisconsin,Soil Carbon Science
212,52,2023-08-01T10:28:41.620,University of the Pacific,California,Biology
212,53,2023-08-01T14:32:35.034,Harvey Mudd College,California,Biology & Climate
212,54,2023-08-01T16:17:11.396,University of Michigan,Michigan,Ecology and Evolutionary Biology
213,55,2023-08-02T04:42:50.684,University of Georgia,Georgia,Evolutionary Ecology
213,56,2023-08-02T12:19:17.404,University of Georgia,Georgia,Hydrology
214,57,2023-08-03T06:52:27.119,College of The Holy Cross,Massachusetts,Comparative Physiology or Biochem
217,58,2023-08-06T07:39:00.015,Washington State University,Washington,"Integrative Biology, Organism-environment Interactions"
218,59,2023-08-07T19:06:07.551,LeMoyne College,New York,Ecology
219,60,2023-08-08T07:31:39.254,California Institute of Technology,California,Developmental and Organismal Biology
219,61,2023-08-08T11:29:36.717,Scripps and Pitzer Colleges,California,Molecular and Cellular Biology
220,62,2023-08-09T18:12:25.543,Salem State University,Massachusetts,Marine Biology
221,63,2023-08-10T08:54:37.738,University of California - Davis,California,Microbiome Sciences
221,64,2023-08-10T13:49:15.690,Union College,New York,Environmental Physiology (Ecophysiology)
221,65,2023-08-10T22:38:45.510,Marist College,New York,Environmental Science
222,66,2023-08-11T06:49:41.380,Centre College,Kentucky,"Microbiology, Plant Biology, Genetics, or Ecology"
222,67,2023-08-11T07:08:39.940,Stanford University,California,Oceans
222,68,2023-08-11T09:26:36.516,Texas Christian University,Texas,Ecology
225,69,2023-08-14T09:23:43.775,West Chester University of Pennsylvania,Pennsylvania,Animal Physiology
225,70,2023-08-14T10:25:54.906,UC Berkeley,California,Comparative Biomechanics
225,71,2023-08-14T12:06:27.243,New Mexico Institute of Mining and Technology,New Mexico,Chair of Biology Department
